id,rating,user
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  mom3 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  LINEX45 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-5,"  DACSALAZAR 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-3,"  CYNTHIA 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,,
http://allrecipes.com/recipe/6684/italian-bread-i/,,
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-5,"  DACSALAZAR 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-3,"  CYNTHIA 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-1,"  CHEFWANDA 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-4,"  CAJUNTOAST 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,,
http://allrecipes.com/recipe/6687/banana-bread/,,
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  morbidrain 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  NTIMBROOK 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  MuseOfAllSoup 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  SERENE3660 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  Victoria 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  KIKI_WAS 
                         "
http://allrecipes.com/recipe/6683/grandma-vandorens-white-bread/,,
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-4,"  Jen Z. 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-5,"  GINAH1 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-4,"  Marcella 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-5,"  Maegan 
                         "
http://allrecipes.com/recipe/6684/italian-bread-i/,stars stars-3,"  TRACY0126 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-5,"  Z 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-3,"  mjvickers 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,,
http://allrecipes.com/recipe/6686/banana-wheat-bread/,,
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-5,"  Z 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-5,"  CMCOSTAIN 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-4,"  SPELTRONG 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-4,"  VEGGIRL1 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-4,"  birdseye 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-5,"  MARY K 
                         "
http://allrecipes.com/recipe/6686/banana-wheat-bread/,stars stars-5,"  delainas 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-5,"  Cole Webster 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-2,"  mommaof4 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,,
http://allrecipes.com/recipe/6687/banana-bread/,,
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-5,"  Cole Webster 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-4,"  MAGGIE MCGUIRE 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-5,"  VFINNAB 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-5,"  JOYCE 
                         "
http://allrecipes.com/recipe/6687/banana-bread/,stars stars-5,"  whatsfordinner 
                         "
http://allrecipes.com/recipe/6683/grandma-vandorens-white-bread/,stars stars-5,"  SELEA 
                         "
http://allrecipes.com/recipe/6683/grandma-vandorens-white-bread/,stars stars-2,"  TOOTLES43130 
                         "
