439,65,17,3
440,65,30,1
441,65,32,4
442,65,21,3
443,65,20,2
444,65,33,3
445,66,17,4
446,66,20,5
447,66,21,3
448,66,19,4
449,66,34,4
450,66,29,3
451,67,29,2
452,67,33,5
453,67,32,5
454,67,34,4
455,67,17,1
456,67,21,5
457,67,20,2
458,68,30,5
459,68,34,1
460,68,32,3
461,68,17,1
462,68,20,5
463,68,18,1
464,69,21,3
465,69,20,5
466,69,34,2
467,69,19,4
468,69,18,5
469,69,17,5
470,70,17,3
471,70,18,4
472,70,21,4
473,70,34,5
474,70,19,5
475,70,30,5
476,70,33,3
477,70,20,4
478,70,32,4
479,70,31,4
480,71,18,4
481,71,34,4
482,71,32,3
483,71,30,3
484,71,17,2
485,71,25,5
486,72,21,2
487,72,17,4
488,72,18,3
489,72,30,5
490,72,19,3
491,72,20,4
492,73,21,3
493,73,20,2
494,73,33,1
495,73,31,3
496,73,32,3
497,73,17,1
498,73,29,1
499,74,18,2
500,74,29,2
501,74,17,1
502,74,21,5
503,74,19,3
504,74,32,5
505,74,20,5
506,75,31,5
507,75,32,5
508,75,19,5
509,75,29,5
510,75,34,4
511,75,17,4
512,75,20,5
513,76,17,4
514,76,30,2
515,76,33,4
516,76,34,5
517,76,31,3
518,76,32,4
519,77,34,5
520,77,30,3
521,77,32,5
522,77,21,4
523,77,31,4
524,77,17,3
525,77,19,5
526,77,18,1
527,77,20,5
528,78,17,1
529,78,31,1
530,78,21,4
531,78,20,2
532,78,29,3
533,78,18,2
534,79,17,4
535,79,21,4
536,79,32,4
537,79,19,5
538,79,29,3
539,79,20,5
540,80,20,2
541,80,29,5
542,80,31,1
543,80,21,2
544,80,32,5
545,80,19,5
546,80,17,5
547,80,33,5
548,80,34,4
549,80,18,1
550,81,20,4
551,81,32,2
552,81,29,5
553,81,33,5
554,81,18,4
555,81,17,3
556,82,20,3
557,82,17,2
558,82,21,5
559,82,22,4
560,82,18,4
561,82,26,4
562,83,20,4
563,83,18,5
564,83,21,5
565,83,31,5
566,83,34,5
567,83,33,4
568,83,19,4
569,83,32,5
570,83,29,4
571,84,20,4
572,84,21,2
573,84,31,5
574,84,33,4
575,84,19,4
576,84,29,5
577,84,18,4
578,85,20,5
579,85,19,4
580,85,32,5
581,85,30,3
582,85,18,2
583,86,33,3
584,86,20,3
585,86,18,4
586,86,29,4
587,86,31,1
588,86,34,5
589,86,32,3
590,86,19,4
591,87,32,4
592,87,31,1
593,87,34,4
594,87,30,3
595,87,33,3
596,87,20,4
597,87,21,5
598,87,19,2
599,88,32,5
600,88,29,4
601,88,31,5
602,88,20,4
603,88,33,4
604,88,21,5
605,89,32,5
606,89,33,5
607,89,20,5
608,89,34,2
609,89,21,5
610,89,31,4
611,89,29,3
612,90,33,4
613,90,29,4
614,90,21,3
615,90,32,3
616,90,34,2
617,90,20,2
618,90,31,1
619,91,33,5
620,91,32,4
621,91,30,4
622,91,20,4
623,91,31,4
624,91,34,2
625,92,20,3
626,92,21,5
627,92,32,4
628,92,34,5
629,92,31,1
630,92,34,1
631,93,20,2
632,93,34,4
633,93,30,3
634,93,21,4
635,93,33,4
636,93,23,2
637,94,32,5
638,94,31,5
639,94,30,2
640,94,20,4
641,94,33,2
642,94,34,4
643,95,34,3
644,95,21,3
645,95,32,5
646,95,33,4
647,95,30,5
648,95,20,5
649,95,31,4
650,95,22,5
651,96,34,4
652,96,32,3
653,96,21,1
654,96,33,1
655,96,30,1
656,96,31,1
657,97,34,5
658,97,31,4
659,97,30,5
660,97,33,4
661,97,32,4
662,97,23,4
663,98,33,4
664,98,34,5
665,98,29,5
666,98,32,5
667,98,23,5
668,98,31,4
669,99,32,5
670,99,31,3
671,99,23,3
672,99,33,3
673,99,34,3
674,99,30,1
675,100,32,3
676,100,27,1
677,100,31,4
678,100,29,3
679,100,33,3
680,100,34,5
